"","X","pmid","title","publicationyear","MR","surname","given_name","author_code","gender","affil_main","affil_cat","author_position","last_position","first_position","max","RCR","cit","jif"
"1980",1980,27596685,"Liver fibrosis in treatment-naïve HIV-infected and HIV/HBV co-infected patients: Zambia and Switzerland compared",2016,1,"rauch","andri",5254,"male","Switzerland","High",14,1,0,14,0.71,11,3.538
"1981",1981,27685986,"HIV-associated malignancies in children",2017,9,"singh","elvira",469648,"female","South Africa","Upper middle",1,0,1,4,0.96,12,4.268
"1982",1982,27685986,"HIV-associated malignancies in children",2017,9,"naidu","gita",297647,"female","South Africa","Upper middle",2,0,0,4,0.96,12,4.268
"1983",1983,27685986,"HIV-associated malignancies in children",2017,9,"davies","mary-ann",5236,"female","South Africa","Upper middle",3,0,0,4,0.96,12,4.268
"1984",1984,27685986,"HIV-associated malignancies in children",2017,9,"bohlius","julia",165144,"female","Switzerland","High",4,1,0,4,0.96,12,4.268
"1985",1985,27716730,"Survival of HIV-1 vertically infected children",2016,9,"davies","mary-ann",5236,"female","South Africa","Upper middle",1,0,1,3,2.05,27,4.268
"1986",1986,27716730,"Survival of HIV-1 vertically infected children",2016,9,"gibb","diana",11649,"female","United Kingdom","High",2,0,0,3,2.05,27,4.268
"1987",1987,27716730,"Survival of HIV-1 vertically infected children",2016,9,"turkova","anna",7650,"female","United Kingdom","High",3,1,0,3,2.05,27,4.268
"1988",1988,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"brennan","alana t.",30391,"female","United States","High",1,0,1,16,0.93,10,4.499
"1989",1989,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"davies","mary-ann",5236,"female","South Africa","Upper middle",2,0,0,16,0.93,10,4.499
"1990",1990,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"bor","jacob",470651,"male","United States","High",3,0,0,16,0.93,10,4.499
"1991",1991,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"wandeler","gilles",237339,"male","Switzerland","High",4,0,0,16,0.93,10,4.499
"1992",1992,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"stinson","kathryn",46542,"female","South Africa","Upper middle",5,0,0,16,0.93,10,4.499
"1993",1993,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"wood","robin",4532,"male","South Africa","Upper middle",6,0,0,16,0.93,10,4.499
"1994",1994,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"prozesky","hans",2213,"male","South Africa","Upper middle",7,0,0,16,0.93,10,4.499
"1995",1995,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"tanser","frank",366543,"male","South Africa","Upper middle",8,0,0,16,0.93,10,4.499
"1996",1996,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"fatti","geoffrey",424560,"male","South Africa","Upper middle",9,0,0,16,0.93,10,4.499
"1997",1997,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"boulle","andrew",522,"male","South Africa","Upper middle",10,0,0,16,0.93,10,4.499
"1998",1998,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"sikazwe","izukanji",11192,"female","Zambia","Lower",11,0,0,16,0.93,10,4.499
"1999",1999,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"wool-kaloustian","kara",14311,"female","United States","High",12,0,0,16,0.93,10,4.499
"2000",2000,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"yuannoutsos","constantin",267265,"male","United States","High",13,0,0,16,0.93,10,4.499
"2001",2001,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"leroy","valeriane",187166,"female","France","High",14,0,0,16,0.93,10,4.499
"2002",2002,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"de rekeneire","nathalie",53623,"female","France","High",15,0,0,16,0.93,10,4.499
"2003",2003,27776039,"Has the phasing out of stavudine in accordance with changes in WHO guidelines led to a decrease in single-drug substitutions in first-line antiretroviral therapy for HIV in sub-Saharan Africa?",2017,1,"fox","matthew p.",3426,"male","United States","High",16,1,0,16,0.93,10,4.499
"2004",2004,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"stucki","david",29319,"male","Switzerland","High",1,0,1,75,9.9,166,25.455
"2005",2005,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"brites","daniela",10661,"female","Switzerland","High",2,0,0,75,9.9,166,25.455
"2006",2006,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"jeljeli","leila",482676,"female","Germany","High",3,0,0,75,9.9,166,25.455
"2007",2007,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"coscolla","mireia",395498,"female","Switzerland","High",4,0,0,75,9.9,166,25.455
"2008",2008,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"liu","qingyun",140118,"male","China","Upper middle",5,0,0,75,9.9,166,25.455
"2009",2009,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"trauner","andrej",5699,"male","Switzerland","High",6,0,0,75,9.9,166,25.455
"2010",2010,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"fenner","lukas",347,"male","Switzerland","High",7,0,0,75,9.9,166,25.455
"2011",2011,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"rutaihwa","liliana",492688,"female","Switzerland","High",8,0,0,75,9.9,166,25.455
"2012",2012,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"borrell","sonia",236224,"female","Switzerland","High",9,0,0,75,9.9,166,25.455
"2013",2013,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"luo","tao",485679,"male","China","Upper middle",10,0,0,75,9.9,166,25.455
"2014",2014,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"gao","qian",480668,"female","China","Upper middle",11,0,0,75,9.9,166,25.455
"2015",2015,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"kato-maeda","midori",7051,"female","United States","High",12,0,0,75,9.9,166,25.455
"2016",2016,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"ballif","marie",1483,"female","Switzerland","High",13,0,0,75,9.9,166,25.455
"2017",2017,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"egger","matthias",138,"male","Switzerland","High",14,0,0,75,9.9,166,25.455
"2018",2018,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"macedo","rita",297680,"female","Portugal","High",15,0,0,75,9.9,166,25.455
"2019",2019,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"mardassi","helmi",486681,"male","Tunisia","Lower",16,0,0,75,9.9,166,25.455
"2020",2020,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"moreno","milagros",488683,"female","Angola","Lower",17,0,0,75,9.9,166,25.455
"2021",2021,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"vilanova","griselda tudo",502701,"female","Spain","High",18,0,0,75,9.9,166,25.455
"2022",2022,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"fyfe","janet",7667,"female","Australia","High",19,0,0,75,9.9,166,25.455
"2023",2023,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"globan","maria",14671,"female","Australia","High",20,0,0,75,9.9,166,25.455
"2024",2024,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"thomas","jackson",499697,"male","Tanzania","Lower",21,0,0,75,9.9,166,25.455
"2025",2025,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"jamieson","frances",481675,"female","Canada","High",22,0,0,75,9.9,166,25.455
"2026",2026,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"guthrie","jennifer l",203672,"female","Canada","High",23,0,0,75,9.9,166,25.455
"2027",2027,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"asante-poku","adwoa",474655,"female","Ghana","Lower",24,0,0,75,9.9,166,25.455
"2028",2028,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"yeboah-manu","dorothy",226703,"female","Ghana","Lower",25,0,0,75,9.9,166,25.455
"2029",2029,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"wampande","eddie",42702,"male","Uganda","Lower",26,0,0,75,9.9,166,25.455
"2030",2030,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"ssengooba","willy",495692,"male","Uganda","Lower",27,0,0,75,9.9,166,25.455
"2031",2031,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"joloba","moses",483677,"male","Uganda","Lower",28,0,0,75,9.9,166,25.455
"2032",2032,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"boom","w henry",298659,"male","United States","High",29,0,0,75,9.9,166,25.455
"2033",2033,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"basu","indira",464658,"female","New Zealand","High",30,0,0,75,9.9,166,25.455
"2034",2034,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"bower","james",20660,"male","New Zealand","High",31,0,0,75,9.9,166,25.455
"2035",2035,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"saraiva","margarida",493690,"female","Portugal","High",32,0,0,75,9.9,166,25.455
"2036",2036,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"vasconcellos","sidra e.g.",501700,"female","Brazil","Upper middle",33,0,0,75,9.9,166,25.455
"2037",2037,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"suffys","philip",498695,"male","Brazil","Upper middle",34,0,0,75,9.9,166,25.455
"2038",2038,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"koch","anastasia",484678,"female","South Africa","Upper middle",35,0,0,75,9.9,166,25.455
"2039",2039,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"wilkinson","robert",97,"male","South Africa","Upper middle",36,0,0,75,9.9,166,25.455
"2040",2040,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"gail-bekker","linda",5035,"female","South Africa","Upper middle",37,0,0,75,9.9,166,25.455
"2041",2041,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"malla","bijaya",4934,"male","Switzerland","High",38,0,0,75,9.9,166,25.455
"2042",2042,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"ley","serej d.",138117,"female","Switzerland","High",39,0,0,75,9.9,166,25.455
"2043",2043,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"beck","hans-peter",240230,"male","Switzerland","High",40,0,0,75,9.9,166,25.455
"2044",2044,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"de jong","bouke c.",137116,"female","Belgium","High",41,0,0,75,9.9,166,25.455
"2045",2045,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"toit","kadri",500698,"female","Estonia","High",42,0,0,75,9.9,166,25.455
"2046",2046,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"sanchez-padilla","elisabeth",59689,"female","France","High",43,0,0,75,9.9,166,25.455
"2047",2047,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"bonnet","maryline",33388,"female","France","High",44,0,0,75,9.9,166,25.455
"2048",2048,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"gil-brusola","ana",435670,"female","Spain","High",45,0,0,75,9.9,166,25.455
"2049",2049,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"frank","matthias",13666,"male","Germany","High",46,0,0,75,9.9,166,25.455
"2050",2050,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"penlap beng","veronique n.",491687,"female","Cameroon","Lower",47,0,0,75,9.9,166,25.455
"2051",2051,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"eisenach","kathleen",479665,"female","United States","High",48,0,0,75,9.9,166,25.455
"2052",2052,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"alani","issam",473654,"male","Iraq","Upper middle",49,0,0,75,9.9,166,25.455
"2053",2053,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"ndungu","perpetual wangui",142119,"female","Kenya","Lower",50,0,0,75,9.9,166,25.455
"2054",2054,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"revathi","gunturu",144121,"female","Kenya","Lower",51,0,0,75,9.9,166,25.455
"2055",2055,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"gehre","florian",378669,"male","Belgium","High",52,0,0,75,9.9,166,25.455
"2056",2056,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"akter","suriya",471652,"female","Belgium","High",53,0,0,75,9.9,166,25.455
"2057",2057,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"ntoumi","francine",489685,"female","Congo","Lower",54,0,0,75,9.9,166,25.455
"2058",2058,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"stewart-isherwood","lynsey",497694,"female","South Africa","Upper middle",55,0,0,75,9.9,166,25.455
"2059",2059,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"ntinginya","nyanda e.",143120,"male","Tanzania","Lower",56,0,0,75,9.9,166,25.455
"2060",2060,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"rachow","andrea",5395,"female","Germany","High",57,0,0,75,9.9,166,25.455
"2061",2061,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"hoelscher","michael",89673,"male","Germany","High",58,0,0,75,9.9,166,25.455
"2062",2062,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"cirillo","daniela maria",10662,"female","Italy","High",59,0,0,75,9.9,166,25.455
"2063",2063,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"skenders","girts",494691,"male","Latvia","High",60,0,0,75,9.9,166,25.455
"2064",2064,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"hoffner","sven",382674,"male","Sweden","High",61,0,0,75,9.9,166,25.455
"2065",2065,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"bakonyte","daiva",475656,"female","Lithuania","High",62,0,0,75,9.9,166,25.455
"2066",2066,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"stakenas","petras",496693,"male","Lithuania","High",63,0,0,75,9.9,166,25.455
"2067",2067,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"diel","roland",478664,"male","Germany","High",64,0,0,75,9.9,166,25.455
"2068",2068,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"crudu","valeriu",477663,"male","Moldova","Lower",65,0,0,75,9.9,166,25.455
"2069",2069,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"moldovan","olga",487682,"female","Romania","Upper middle",66,0,0,75,9.9,166,25.455
"2070",2070,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"al-hajoj","sahal",472653,"male","Saudi Arabia","High",67,0,0,75,9.9,166,25.455
"2071",2071,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"otero","larissa",490686,"female","Peru","Upper middle",68,0,0,75,9.9,166,25.455
"2072",2072,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"barletta","francesca",293657,"female","Peru","Upper middle",69,0,0,75,9.9,166,25.455
"2073",2073,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"carter","e. jane",784,"female","United States","High",70,0,0,75,9.9,166,25.455
"2074",2074,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"diero","lameck",10686,"male","Kenya","Lower",71,0,0,75,9.9,166,25.455
"2075",2075,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"supply","philip",498696,"male","France","High",72,0,0,75,9.9,166,25.455
"2076",2076,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"comas","inaki",136115,"male","Spain","High",73,0,0,75,9.9,166,25.455
"2077",2077,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"niemann","stefan",221684,"male","Germany","High",74,0,0,75,9.9,166,25.455
"2078",2078,27798628,"Mycobacterium tuberculosis lineage 4 comprises globally distributed and geographically restricted sublineages",2016,1,"gagneux","sebastien",302317,"male","Switzerland","High",75,1,0,75,9.9,166,25.455
"2079",2079,28077521,"Reply to El-Mallawany et al",2017,9,"bohlius","julia",165144,"female","Switzerland","High",1,0,1,3,0,0,9.055
"2080",2080,28077521,"Reply to El-Mallawany et al",2017,9,"rohner","eliane",11476,"female","Switzerland","High",2,0,0,3,0,0,9.055
"2081",2081,28077521,"Reply to El-Mallawany et al",2017,9,"egger","matthias",138,"male","Switzerland","High",3,1,0,3,0,0,9.055
"2082",2082,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"manson","abigail l.",450608,"female","United States","High",1,0,1,46,8.17,122,25.455
"2083",2083,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"cohen","keira a.",246233,"female","United States","High",2,0,0,46,8.17,122,25.455
"2084",2084,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"abeel","thomas",88602,"male","United States","High",3,0,0,46,8.17,122,25.455
"2085",2085,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"desjardins","christopher a.",16605,"male","United States","High",4,0,0,46,8.17,122,25.455
"2086",2086,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"armstrong","derek t.",503705,"male","United States","High",5,0,0,46,8.17,122,25.455
"2087",2087,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"barry","clifton e.",504706,"male","United States","High",6,0,0,46,8.17,122,25.455
"2088",2088,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"brand","jeannette",505708,"female","South Africa","Upper middle",7,0,0,46,8.17,122,25.455
"2089",2089,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"chapman","sinead b.",507710,"female","United States","High",8,0,0,46,8.17,122,25.455
"2090",2090,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"cho","sang-nae",145122,"male","South Korea","High",9,0,0,46,8.17,122,25.455
"2091",2091,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"gabrielian","andrei",5714,"male","United States","High",10,0,0,46,8.17,122,25.455
"2092",2092,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"gomez","james",20716,"male","United States","High",11,0,0,46,8.17,122,25.455
"2093",2093,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"jodals","andreea m.",5718,"female","Romania","Upper middle",12,0,0,46,8.17,122,25.455
"2094",2094,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"joloba","moses",483677,"male","Uganda","Lower",13,0,0,46,8.17,122,25.455
"2095",2095,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"jureen","pontus",509719,"male","Sweden","High",14,0,0,46,8.17,122,25.455
"2096",2096,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"lee","jong seok",511720,"male","South Korea","High",15,0,0,46,8.17,122,25.455
"2097",2097,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"malinga","lesibana",147124,"male","South Africa","Upper middle",16,0,0,46,8.17,122,25.455
"2098",2098,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"maiga","mamoudou",455620,"male","Mali","Lower",17,0,0,46,8.17,122,25.455
"2099",2099,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"nordenberg","dale",40722,"male","United States","High",18,0,0,46,8.17,122,25.455
"2100",2100,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"noroc","ecaterina",57723,"female","Moldova","Lower",19,0,0,46,8.17,122,25.455
"2101",2101,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"romancenco","elena",30724,"female","Moldova","Lower",20,0,0,46,8.17,122,25.455
"2102",2102,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"salazar","alex",30611,"male","United States","High",21,0,0,46,8.17,122,25.455
"2103",2103,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"ssengooba","willy",495692,"male","Uganda","Lower",22,0,0,46,8.17,122,25.455
"2104",2104,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"velayati","ali akbar",148125,"male","Iran","Upper middle",23,0,0,46,8.17,122,25.455
"2105",2105,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"winglee","kathryn",46730,"female","United States","High",24,0,0,46,8.17,122,25.455
"2106",2106,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"zalutskaya","aksana",514731,"female","Belarus","Upper middle",25,0,0,46,8.17,122,25.455
"2107",2107,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"via","laura e.",14729,"female","United States","High",26,0,0,46,8.17,122,25.455
"2108",2108,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"cassell","gail h.",506709,"female","United States","High",27,0,0,46,8.17,122,25.455
"2109",2109,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"dorman","susan e.",393711,"female","United States","High",28,0,0,46,8.17,122,25.455
"2110",2110,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"ellner","jerrold",508712,"male","United States","High",29,0,0,46,8.17,122,25.455
"2111",2111,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"farnia","parissa",490713,"female","Iran","Upper middle",30,0,0,46,8.17,122,25.455
"2112",2112,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"galagan","james e.",20715,"male","United States","High",31,0,0,46,8.17,122,25.455
"2113",2113,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"rosenthal","alex",30725,"male","United States","High",32,0,0,46,8.17,122,25.455
"2114",2114,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"crudu","valeriu",477663,"male","Moldova","Lower",33,0,0,46,8.17,122,25.455
"2115",2115,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"homorodean","daniela",10717,"female","Romania","Upper middle",34,0,0,46,8.17,122,25.455
